,Symbol,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,TrailingPE,Beta,fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,ebit,netIncome,totalAssets,totalLiabilities,currentDebt,totalShareholderEquity,operatingCashflow,capitalExpenditures,profitLoss,dividendPayout
380,PRU,39208190000,4590333000,15.66,87.81,77.45,5,0.0493,6.74,9948000000,6.74,0.527,-0.011,15.66,1.365,2022-12-31,-45545000000,60050000000,105595000000,-49153000000,3608000000,-212000000,-1438000000,689029000000,657481000000,775000000,30593000000,5158000000,None,-1462000000,1817000000
381,PEG,29111503000,5146000000,10.41,1.467,30.45,2.25,0.039,5.61,2604000000,5.61,0.227,0.081,10.41,0.58,2022-12-31,4924000000,9800000000,4876000000,1381000000,257000000,1630000000,1031000000,48718000000,21022000000,3775000000,12352000000,1503000000,2958000000,1031000000,1079000000
382,PTC,21889972000,562903000,92.47,1.879,23.5,None,None,1.98,1656047000,1.98,-0.127,0.181,92.47,1.191,2023-09-30,1656047000,1970285000,1262945000,458474000,1197573000,461983000,245540000,6288842000,3611552000,9375000,2677290000,610861000,24614000,245540000,None
383,PSA,50234372000,3253287000,26.04,2.744,32.81,11,0.0422,10.91,3187137000,10.91,-0.792,0.05,26.04,0.536,2022-12-31,3972221000,4182163000,209942000,3762279000,209942000,3762279000,4349147000,17552307000,7385506000,None,10073402000,3117141000,757944000,4366274000,3942720000
384,PHM,21902770000,3506918000,8.8,0.287,48.85,0.68,0.0078,11.72,4838805000,11.72,-0.146,-0.155,8.8,1.567,2023-12-31,14731876000,16211572000,1479696000,13332495000,1436581000,3449736000,2602372000,16087050000,5703793000,117212000,10383257000,2196762000,92201000,12527400000,142459000
385,QRVO,10874260000,499005000,None,0.472,37.63,None,None,-2.08,1296942000,-2.08,-0.456,0.445,-,1.549,2022-03-31,1296942000,3569399000,2272457000,183168000,1113774000,193092000,103152000,6691903000,2789109000,310000,3902794000,1049243000,213466000,1033353000,None
386,PWR,30525829000,1627764000,44.8,1.081,41.22,0.32,0.0017,4.69,2529155000,4.69,0.726,0.26,44.8,1.059,2022-12-31,2529155000,16964343000,16251429000,872058000,1591728000,807795000,491189000,13464337000,8065518000,37495000,5383464000,1130312000,428782000,511643000,50777000
387,QCOM,168515994000,10853000000,21.54,1.636,20.62,3.15,0.0212,7.01,25565000000,7.01,0.245,0.05,21.54,1.421,2023-09-30,19951000000,35820000000,15869000000,7788000000,11901000000,8030000000,7232000000,51040000000,29459000000,914000000,21581000000,11299000000,1450000000,7339000000,3462000000
388,DGX,14123271000,1744000000,16.92,2.912,56.82,2.84,0.0237,7.49,3467000000,7.49,0.926,-0.019,16.92,0.909,2022-12-31,3295000000,9745000000,6450000000,1428000000,2054000000,1358000000,946000000,12837000000,6944000000,96000000,5893000000,1718000000,404000000,1015000000,378000000
389,RL,10985605000,974200000,19.84,1.379,40.25,3,0.0171,8.82,4181200000,8.82,0.309,0.056,19.84,1.496,2022-03-31,4165800000,6443600000,2277800000,704200000,3461600000,732300000,522700000,6789500000,4359000000,20300000,2430500000,715900000,166900000,600100000,150000000
390,RJF,24013136000,None,14.36,1.271,51.33,1.71,0.0157,8,10760000000,8,0.009,0.083,14.36,1.043,2023-09-30,3361000000,12992000000,9631000000,2059000000,1302000000,3653000000,1739000000,78360000000,68173000000,None,10214000000,-3514000000,173000000,1739000000,355000000
391,RTX,120794644000,9611000000,40.59,0.775,45.14,2.32,0.0261,2.23,13668000000,2.23,0.091,0.101,40.59,0.627,2023-12-31,62806000000,68920000000,6114000000,3561000000,10607000000,5156000000,3195000000,161869000000,100424000000,1472000000,59798000000,17723000000,3166000000,3380000000,3239000000
392,O,44226441000,3443440000,39.97,25.91,43.73,3.035,0.0583,1.32,3110903000,1.32,-0.074,0.242,39.97,0.943,2022-12-31,2939154000,3343700000,404546000,2760938000,178216000,1379814000,869408000,49673092000,20829803000,701800000,28713149000,2563856000,8987617000,872416000,1813431000
393,REG,11538646000,777217000,28.92,6.06,36.97,0,0.0437,2.12,925155000,2.12,-0.15,0.146,28.92,1.191,2022-12-31,830550000,1224022000,393472000,78841000,751709000,629012000,482865000,10860220000,4682181000,None,6096985000,655815000,195418000,488035000,430143000
394,REGN,103872250000,4654200000,27.4,1.942,242.47,None,None,34.8,7020000000,34.8,-0.029,0.006,27.4,0.107,2023-12-31,10203900000,13044200000,2840300000,4047100000,7177000000,4272300000,3953600000,33080200000,7107100000,None,25973100000,4594000000,718600000,3953600000,None
395,RF,16632001000,None,8.53,3.955,17.07,0.88,0.0533,2.11,6944000000,2.11,0,0.156,8.53,1.226,2022-12-31,2895000000,7234000000,4339000000,2274000000,621000000,3192000000,2245000000,155220000000,139269000000,0,15947000000,3102000000,90000000,-2413000000,762000000
396,RSG,54948098000,4215300000,33.69,3.03,32.79,2.02,0.0123,5.15,5459100000,5.15,0.153,0.063,33.69,0.672,2022-12-31,5728500000,15645100000,9916600000,2391700000,1753100000,2227086000,1487586000,29052900000,19366900000,599500000,9686000000,3190000000,1454000000,1487600000,593700000
397,RMD,27157041000,1368189000,30.57,1.896,30.47,1.84,0.0104,6.04,2386058000,6.04,-0.072,0.125,30.57,0.692,2023-06-30,2355662000,4175347000,2771652000,1131871000,1223791000,1131871000,897556000,6751708000,2621805000,9902000,4129903000,693299000,134000000,897556000,258276000
398,RVTY,12804710000,801502000,72.06,7.35,63.79,0.28,0.0027,1.44,2040719000,1.44,-0.369,-0.061,72.06,1.105,2021-12-31,1989830000,3311822000,1321992000,742699000,1247131000,742699000,569179000,14129855000,6746979000,470929000,7382876000,1410750000,86020000,943157000,32373000
399,RHI,8592321000,518090000,20.91,1.373,15.17,1.92,0.0237,3.88,3094049000,3.88,-0.398,-0.147,20.91,1.275,2022-12-31,3094049000,7246150000,6176917000,890614000,2127734000,890614000,657919000,2964488000,1395930000,None,1568558000,683750000,61120000,657919000,189286000
400,ROK,32486832000,1797800000,27.03,2.259,31.48,4.79,0.0176,10.49,3717000000,10.49,-0.438,0.036,27.03,1.417,2023-09-30,3717000000,9203900000,7644000000,884500000,2833000000,1853200000,1387400000,11304000000,7742400000,103300000,3561600000,1374600000,160500000,1278000000,542400000
401,ROL,21166977000,668008000,52.39,2.88,2.278,0.52,0.0138,0.83,1387424000,0.83,0.182,0.152,52.39,0.642,2022-12-31,398324000,2693185000,2294861000,493388000,905310000,493388000,368599000,2122028000,854831000,15000000,1267197000,465930000,30628000,368599000,211618000
402,ROP,58779873000,2500400000,43.12,2.212,163.19,2.798,0.0055,12.76,3752800000,12.76,-0.8,0.128,43.12,1.012,2022-12-31,3752800000,5371800000,1619000000,1524500000,3370900000,5033500000,4544700000,26980800000,10943000000,699200000,16037800000,734600000,70300000,4544700000,262300000
403,ROST,49173504000,2526751000,28.89,1.991,13.6,1.315,0.0092,5.05,5677201000,5.05,0.33,0.079,28.89,1.046,2023-01-28,1987489000,18692987000,16705498000,-771779000,2759268000,2068015000,1512041000,13416463000,9127880000,None,4288583000,1689373000,654070000,1512041000,431295000
404,RCL,31019624000,4338000000,18.57,0.617,18.42,None,None,6.3,2375604000,6.3,27.25,0.279,18.57,2.546,2022-12-31,-2209055000,7385241000,9594296000,-763976000,2989618000,-763976000,-2155962000,33776361000,30907549000,2087711000,2868812000,481857000,2710063000,-2155962000,0
405,SPGI,138324197000,5716000000,53.21,2.509,108.88,3.6,0.0083,8.23,7415000000,8.23,0.367,0.073,53.21,1.179,2023-12-31,7968000000,12109000000,4141000000,4020000000,4325000000,3738000000,2626000000,60589000000,22489000000,47000000,34200000000,3710000000,143000000,2893000000,1427000000
406,CRM,282607583000,8476000000,111.18,1.52,59.95,None,None,2.62,22992000000,2.62,4.952,0.113,111.18,1.279,2023-01-31,22992000000,31213000000,29053000000,1030000000,21962000000,1030000000,208000000,98849000000,40490000000,1439000000,58359000000,7111000000,798000000,208000000,None
407,SBAC,23460028000,1772968000,47.9,1.804,-47.78,3.26,0.0156,4.54,1937997000,4.54,-0.121,0.01,47.9,0.574,2022-12-31,1964804000,2633454000,668650000,925408000,744513000,925408000,461429000,10585041000,15861356000,26283000,-5276315000,1285700000,1394395000,459799000,306766000
408,SLB,68196319000,7247000000,16.18,0.905,14.14,1,0.0234,2.91,5161000000,2.91,0.042,0.141,16.18,1.614,2023-12-31,31909000000,32632000000,723000000,6523000000,1452000000,5713000000,4203000000,47957000000,26598000000,None,20189000000,6637000000,1939000000,4275000000,1317000000
409,STX,18732380000,361000000,None,0.949,-8.66,2.8,0.0313,-3.51,3469000000,-3.51,-0.939,-0.176,-,1.059,2023-06-30,749000000,7384000000,6635000000,-342000000,1243000000,-183000000,-529000000,7556000000,8755000000,63000000,-1199000000,942000000,316000000,-529000000,582000000
410,SRE,43952292000,5475000000,16.13,3.488,43.46,2.355,0.0342,4.32,4576000000,4.32,0.481,-0.078,16.13,0.727,2022-12-31,11583000000,14439000000,2856000000,3599000000,7976000000,3749000000,2139000000,78574000000,51459000000,4371000000,27115000000,1142000000,5357000000,2285000000,1474000000
411,NOW,166652707000,1324000000,96.21,3.051,37.26,None,None,8.45,5672000000,8.45,0.927,0.256,96.21,0.991,2023-12-31,7050000000,8971000000,1921000000,762000000,6288000000,762000000,1731000000,17387000000,9759000000,None,7628000000,3398000000,694000000,1731000000,None
412,SHW,79899894000,4230666000,33.67,4.073,14.63,2.42,0.0078,9.26,9325100000,9.26,-0.066,0.004,33.67,1.146,2022-12-31,9325100000,21735200000,19215600000,3397200000,6442400000,2963900000,2020100000,22594000000,19491900000,978700000,3102100000,1919900000,644500000,2020100000,618500000
413,SPG,54016311000,4133430000,21.05,14.63,9.15,7.45,0.0531,6.98,4290493000,6.98,0.111,0.091,21.05,1.677,2022-12-31,3363582000,5291447000,1927865000,2583553000,1522348000,2583553000,2139535000,33011274000,29187383000,None,3138524000,3766604000,650024000,2452385000,326550000
414,SWKS,16831742000,1422800000,18.63,1.319,38.87,2.6,0.0259,5.64,2604300000,5.64,-0.254,-0.096,18.63,1.395,2023-09-30,2107300000,4708000000,3297800000,1125000000,982300000,1143200000,982800000,8426700000,2344000000,299400000,6082700000,1856400000,236100000,982800000,405200000
415,SJM,13914369000,1714900000,12790,1.635,69.39,4.16,0.0332,0.01,2721200000,0.01,0.061,-0.121,12790,0.237,2023-04-30,2801800000,8522300000,7403000000,157500000,1680700000,157500000,-91300000,14991400000,7700600000,1200000,7290800000,1194400000,477400000,-91300000,430200000
416,SNA,14041054000,1409900000,13.99,1.725,96.23,6.72,0.0284,18.76,2447300000,18.76,0.077,0.04,13.99,0.998,2022-12-31,4771400000,4842500000,71100000,1207200000,145900000,1227500000,911700000,6972800000,2469300000,19200000,4481300000,675200000,84200000,933900000,313100000
417,SO,73006178000,10241000000,24.42,2.587,28.77,2.76,0.0418,2.74,10821000000,2.74,-0.044,-0.167,24.42,0.502,2022-12-31,27149000000,29279000000,2130000000,5370000000,2073000000,5370000000,3535000000,134891000000,100359000000,6894000000,30408000000,6302000000,7923000000,3428000000,2907000000
418,LUV,19385647000,2155000000,42.75,0.495,17.63,0.72,0.0222,0.76,5976000000,0.76,-0.299,0.105,42.75,1.134,2023-12-31,4835000000,25857000000,21022000000,224000000,26219000000,224000000,465000000,36487000000,25972000000,29000000,10515000000,3164000000,3520000000,465000000,428000000
419,SWK,13686088000,1114100000,None,1.368,60.4,3.22,0.0364,-1.88,4411500000,-1.88,-0.995,-0.063,-,1.354,2022-12-31,4284100000,16947400000,12663300000,-156300000,4448800000,1268600000,1062500000,24963300000,15251200000,2101200000,9712100000,-1459500000,530400000,1062700000,471600000
420,SBUX,110165017000,7246700000,26.02,1.352,-7.61,2.2,0.0234,3.74,8385400000,3.74,0.216,0.082,26.02,0.989,2023-09-30,22908700000,35975600000,13066900000,5870800000,4781600000,5951800000,4124500000,29445500000,37433300000,1852100000,-7994800000,6008700000,2333600000,4124700000,2431800000
421,STT,21993599000,None,13.05,5.28,72.28,2.64,0.0379,5.58,12128000000,5.58,-0.712,-0.039,13.05,1.545,2022-12-31,3347000000,12148000000,8801000000,-877000000,4222000000,4871000000,2774000000,301450000000,276259000000,3274000000,25191000000,11954000000,734000000,2774000000,972000000
422,STLD,20225382000,3588985000,8.54,10.91,54.92,1.7,0.0136,14.64,6117831000,14.64,-0.277,-0.123,8.54,1.409,2022-12-31,6117831000,22260774000,16142943000,5091822000,1095209000,5091822000,3862674000,14159984000,6064179000,57334000,8130357000,4460403000,908902000,3879492000,237163000
423,STE,22161017000,1405145000,39.35,6.88,65.06,1.98,0.0093,5.7,2159692000,5.7,0.145,0.148,39.35,0.795,2023-03-31,2159692000,4957839000,2798147000,268185000,1891507000,266554000,107030000,10821839000,4734667000,60000000,6077198000,756947000,361969000,105813000,183498000
424,SYK,129923588000,5159000000,41.5,3.167,48.93,0,0.0094,8.24,11646000000,8.24,1.028,0.118,41.5,0.905,2022-12-31,11578000000,18449000000,6871000000,2841000000,8737000000,2841000000,2358000000,36884000000,20268000000,1191000000,16616000000,2624000000,588000000,2358000000,1051000000
425,SYF,15818068000,None,7.46,0.461,32.37,0.96,0.0253,5.19,8299000000,5.19,-0.176,-0.02,7.46,1.62,2023-12-31,600000000,11323000000,10723000000,-1088000000,1688000000,6615000000,2238000000,117479000000,103576000000,None,13903000000,8593000000,None,2238000000,448000000
426,SNPS,87742456000,1516198000,72.46,2.632,40.43,None,None,7.94,4084781000,7.94,1.288,0.245,72.46,1.068,2023-10-31,4620426000,5842619000,1222193000,1269259000,3351167000,1314723000,1229888000,10333131000,4148830000,None,6147308000,1703274000,489514000,1218125000,None
427,SYY,39602381000,3622123000,19.45,1.652,4.773,1.99,0.0251,4.09,12393748000,4.09,1.948,0.037,19.45,1.168,2023-06-30,13954997000,76324675000,62369678000,3038549000,10916448000,3038549000,1770124000,22821145000,20812523000,62550000,2008622000,2867602000,793325000,1770124000,995985000
428,TMUS,192498450000,28163000000,23.4,0.772,54.12,1.3,0.008,6.93,47559000000,6.93,0.41,0.01,23.4,0.494,2023-12-31,52971000000,77477000000,24506000000,14266000000,24189000000,14266000000,8317000000,207682000000,142967000000,4879000000,64715000000,18559000000,10811000000,8317000000,747000000
429,TROW,24384977000,2385400000,13.7,27.34,42.45,0,0.0466,7.76,3566000000,7.76,0.651,0.077,13.7,1.411,2022-12-31,3266300000,6488400000,3222100000,2373700000,4114700000,2373700000,1557900000,11643300000,1956400000,None,8839500000,2359400000,237600000,1449600000,1107400000
430,TTWO,28843469000,1415900000,None,2.229,49.9,None,None,-8.71,2040010000,-8.71,-0.497,-0.029,-,0.759,2023-03-31,2285300000,5194400000,7007000000,-1165200000,3450500000,-1165200000,-1124700000,15862100000,6819600000,1346800000,9042500000,1100000,204200000,-1124700000,None
431,TPR,9860466000,1428000000,10.58,2.065,11.6,1.3,0.0333,3.97,4650400000,3.97,0.022,0.029,10.58,1.536,2023-06-30,4714900000,6660900000,1946000000,1172400000,3550100000,1172400000,936000000,7116800000,4839000000,26200000,2277800000,975200000,184200000,936000000,283300000
432,TRGP,19599516000,3866300000,22.86,2.313,11.23,1.85,0.023,3.81,4047700000,3.81,0.155,-0.273,22.86,2.163,2022-12-31,3470700000,20929800000,17459100000,1729000000,1212900000,1729000000,1195500000,19560000000,16894300000,34300000,2665700000,2380800000,1334300000,1531400000,379700000
433,TGT,68048974000,7956000000,18.67,1.099,27.11,4.34,0.03,7.85,26891000000,7.85,0.364,-0.042,18.67,1.111,2023-01-28,3323000000,108661000000,105338000000,3848000000,23109000000,3896000000,2780000000,53335000000,42103000000,130000000,11232000000,4018000000,5528000000,2780000000,1836000000
434,TEL,44482499000,3564000000,13.69,1.83,42.45,2.33,0.0164,10.52,5055000000,10.52,3.617,-0.003,13.69,1.407,2023-09-30,5055000000,15954000000,13096000000,2304000000,2710000000,2354000000,1910000000,21712000000,10057000000,682000000,11551000000,3132000000,732000000,1910000000,725000000
435,TDY,20479576000,1365467000,23.47,0.98,182.24,None,None,18.49,2330300000,18.49,0.349,0.005,23.47,1.027,2022-12-31,2330300000,5458600000,3128300000,972000000,1358300000,997100000,788600000,14354000000,6181100000,300100000,8169200000,486800000,92600000,788900000,None
436,TFX,11844040000,807899000,29.51,1.791,91.8,1.36,0.0054,8.54,1550087000,8.54,0.342,0.087,29.51,1.141,2022-12-31,1531087000,2757203000,2374591000,499725000,1261952000,500406000,363139000,6928063000,2906095000,87500000,4021968000,1108210000,79190000,809058000,63789000
437,TER,15641051000,631324000,37.48,1.29,16.53,0.44,0.0047,2.73,1867151000,2.73,-0.314,-0.084,37.48,1.564,2022-12-31,1867151000,3155045000,1287894000,831939000,1035212000,844104000,715501000,3501252000,1049958000,50115000,2451294000,577923000,163249000,715501000,69711000
438,TSLA,616479850000,13558000000,45.02,2.159,19.66,None,None,4.3,20853000000,4.3,1.115,0.035,45.02,2.427,2023-12-31,17660000000,96773000000,79113000000,8891000000,8769000000,10152000000,14997000000,106618000000,43009000000,1975000000,62634000000,13256000000,8898000000,14974000000,None
439,TXN,147668369000,8490000000,23.0,3.123,18.59,5.02,0.032,7.06,13771000000,7.06,-0.302,-0.127,23.0,1.033,2023-12-31,11019000000,17508000000,8325000000,7331000000,3688000000,7331000000,6510000000,32348000000,15451000000,599000000,16897000000,6420000000,5071000000,6510000000,4557000000
440,TXT,17168110000,1670000000,19.08,1.442,35.36,0.08,0.0009,4.57,2056000000,4.57,-0.061,0.07,19.08,1.293,2022-12-31,11871000000,12869000000,998000000,-1821000000,13692000000,-1821000000,861000000,16293000000,9180000000,None,7113000000,1488000000,354000000,862000000,17000000
441,TMO,212848902000,10796000000,35.58,2.727,120.73,1.4,0.0025,15.48,18998000000,15.48,0.054,-0.049,35.58,0.8,2022-12-31,32769000000,44225000000,11456000000,8393000000,12927000000,8393000000,6950000000,97154000000,53176000000,5579000000,43978000000,9154000000,2243000000,6960000000,455000000
442,TJX,112543400000,6258000000,27.9,1.951,5.99,1.293,0.0135,3.54,13787000000,3.54,0.132,0.09,27.9,0.867,2023-01-28,3872000000,50045000000,46173000000,-6152000000,10024000000,4727000000,3498000000,28349000000,21985000000,500000000,6364000000,4084000000,1457000000,3498000000,1339000000
443,TSCO,25415438000,1871961000,23.32,2.433,19.88,4.12,0.0187,10.08,4972204000,10.08,-0.065,-0.087,23.32,0.832,2022-12-31,4972204000,14204717000,9232513000,1434943000,3554419000,1434943000,1088712000,8489990000,6447574000,3179000,2042416000,1356979000,773369000,1088712000,409603000
444,TT,62544712000,3202900000,30.95,2.579,30.52,3,0.0122,8.9,4964800000,8.9,0.16,0.086,30.95,1.231,2023-12-31,14279500000,17423000000,3143500000,2894000000,3385800000,2756800000,2023900000,19391900000,12374900000,801900000,6995200000,2389600000,300700000,2041700000,696600000
445,TDG,62755615000,3413000000,47.61,3.953,-35.87,0,0,23.52,3842000000,23.52,0.464,0.281,47.61,1.424,2023-09-30,3842000000,6585000000,2743000000,2923000000,1015000000,2923000000,1298000000,19970000000,21948000000,425000000,-1984000000,1375000000,139000000,1299000000,38000000
446,TRV,48948900000,3444000000,16.78,0.662,87.47,3.86,0.0186,12.78,8515000000,12.78,1.034,0.116,16.78,0.594,2022-12-31,-19174000000,36884000000,56058000000,-24009000000,4835000000,3705000000,2842000000,115717000000,94157000000,100000000,21560000000,6465000000,None,2842000000,875000000
447,TRMB,13062808000,746700000,38.9,1.897,17.46,None,None,1.35,2192500000,1.35,-0.118,0.082,38.9,1.469,2022-12-31,2105600000,3676300000,1570700000,510900000,1594700000,510900000,449700000,7269000000,3218800000,600000000,4050200000,391200000,43200000,449700000,None
448,TFC,47801242000,None,None,2.543,39.31,2.08,0.058,-1.09,22258000000,-1.09,-0.304,-0.107,-,1.091,2022-12-31,7514000000,22880000000,15366000000,3128000000,4386000000,9983000000,6260000000,555255000000,494718000000,23422000000,60537000000,11081000000,564000000,6267000000,2989000000
449,TYL,18576351000,320249000,119.19,3.523,67.75,None,None,3.7,783863000,3.7,-0.127,0.045,119.19,0.826,2022-12-31,783863000,1821825000,1583308000,214249000,624948000,214249000,164240000,4687417000,2063028000,30000000,2624389000,381455000,50151000,164240000,None
450,TSN,19267312000,2080000000,None,18.51,50.93,1.93,0.0373,-2.47,2660000000,-2.47,-0.659,0.004,-,0.768,2023-09-30,2631000000,52881000000,50250000000,-395000000,3369000000,-395000000,-648000000,36251000000,18118000000,1895000000,18133000000,1752000000,1939000000,-649000000,670000000
451,USB,62896566000,None,12.29,1.559,31.13,1.93,0.0488,3.27,22142000000,3.27,-0.132,0.215,12.29,1.061,2022-12-31,6841000000,23724000000,16883000000,2460000000,4381000000,10505000000,5825000000,674805000000,623573000000,31216000000,50766000000,21119000000,None,5838000000,3075000000
452,UBER,147363037000,1933000000,81.51,2.365,5.46,None,None,0.87,9805000000,0.87,1.255,0.154,81.51,1.332,2022-12-31,3407000000,31877000000,28470000000,-1832000000,11723000000,-8757000000,-9141000000,32109000000,23605000000,142000000,7340000000,642000000,252000000,-9138000000,None
453,UDR,12611952000,977243000,26.4,-4.53,11.99,1.68,0.0475,1.34,1009909000,1.34,-0.275,-0.018,26.4,0.796,2022-12-31,1179988000,1517386000,337398000,250814000,104681000,243173000,86924000,11038470000,6100325000,None,4098085000,820071000,775184000,92579000,522260000
454,ULTA,25379697000,1848006000,21.22,2.046,41.69,None,None,24.63,4044510000,24.63,-0.051,0.064,21.22,1.309,2023-01-28,4044510000,10208580000,6164070000,1638610000,2413602000,1638610000,1242408000,5370411000,3410600000,None,1959811000,1481915000,312126000,1242408000,None
455,UNP,152064229000,11399999000,23.87,4.184,24.29,5.2,0.0208,10.45,13367000000,10.45,0.016,-0.003,23.87,1.082,2023-12-31,12998000000,23193000000,10195000000,9082000000,1485000000,9573000000,6379000000,67132000000,52344000000,1423000000,14788000000,8379000000,3606000000,6379000000,3173000000
456,UAL,13884876000,7831000000,5.37,0.551,28.14,None,None,7.89,13186000000,7.89,-0.291,0.099,5.37,1.531,2022-12-31,13759000000,43302000000,29543000000,2337000000,8764000000,2337000000,737000000,67358000000,60462000000,3015000000,6896000000,6066000000,4819000000,737000000,None
457,UPS,126016881000,12847000000,18.75,3.217,20.22,6.48,0.0446,7.8,25086000000,7.8,-0.529,-0.078,18.75,1.053,2022-12-31,40201000000,99706000000,59505000000,13094000000,12373000000,15529000000,11548000000,71124000000,51338000000,2341000000,19786000000,14104000000,4769000000,11548000000,5114000000
458,URI,43698057000,4394000000,18.45,1.512,120.86,5.92,0.01,35.25,5023000000,35.25,0.098,0.131,18.45,1.839,2023-12-31,5813000000,14332000000,8519000000,3827000000,1927000000,3827000000,2424000000,25589000000,17459000000,1465000000,8130000000,4704000000,3864000000,2424000000,406000000
459,UNH,481044398000,36330000000,21.74,1.454,100.98,7.29,0.0145,23.84,79617000000,23.84,0.16,0.141,21.74,0.549,2022-12-31,239277000000,324162000000,84885000000,28435000000,51182000000,27916000000,20120000000,245705000000,159358000000,3110000000,86347000000,26206000000,2802000000,20639000000,5991000000
460,UHS,11053061000,1734032000,17.06,1.87,88.85,0.8,0.0049,9.52,5162775000,9.52,-0.04,0.068,17.06,1.241,2022-12-31,4264849000,13272481000,9007632000,1003555000,12395815000,1011776000,675609000,13494188000,7573606000,84493000,5920582000,996023000,734001000,656982000,63840000
461,VLO,48705204000,14539333000,5.74,0.213,76.3,4.08,0.0299,24.92,19224000000,24.92,-0.565,-0.124,5.74,1.523,2022-12-31,16277000000,175864000000,159587000000,15690000000,1106000000,15518000000,11528000000,60982000000,37421000000,1109000000,23561000000,12574000000,2737000000,11879000000,1655000000
462,VTR,18320407000,1718267000,2276.5,2.285,24.41,1.8,0.0395,0.02,1813583000,0.02,-0.588,0.099,2276.5,1.303,2022-12-31,432269000,4129193000,3696924000,-961980000,1394249000,403184000,-47447000,24157840000,13671513000,403000000,10152968000,1120163000,900696000,-40931000,720319000
463,VLTO,18963253000,1247000000,26.28,None,None,0,0.0047,2.93,2760000000,2.93,-0.06,0.03,26.28,None,2023-12-31,2875000000,4990000000,2115000000,1114000000,3876000000,None,719000000,4825000000,1585000000,None,3235000000,1037000000,40000000,None,None
464,VRSN,20532330000,1044700000,25.14,2.002,-15.61,None,None,7.89,1224200000,7.89,0.535,0.03,25.14,0.901,2022-12-31,1224200000,1424900000,200700000,943100000,328000000,943100000,673800000,1733400000,3295600000,None,-1562200000,831100000,27400000,673800000,None
465,VRSK,36335194000,857200000,46.93,2.642,2.652,1.33,0.0054,5.34,1672400000,5.34,0.075,0.111,46.93,0.803,2022-12-31,1534500000,2359100000,824600000,1406500000,974300000,1313000000,953900000,6961100000,5193400000,1392900000,1749300000,1059000000,274700000,954300000,195200000
466,VZ,167785628000,46342001000,14.44,1.091,21.99,2.635,0.067,2.75,77702000000,2.75,-0.031,-0.003,14.44,0.403,2023-12-31,76055000000,133974000000,57919000000,22877000000,59195000000,22030000000,11614000000,380255000000,327344000000,12973000000,91774000000,37475000000,24563000000,12095000000,11025000000
467,VRTX,109015630000,4481867000,30.49,0.572,68.22,None,None,13.87,5323100000,13.87,0.181,0.093,30.49,0.362,2022-12-31,6787500000,8863500000,2076000000,4307400000,3651500000,4307400000,3322000000,18150900000,4238200000,40800000,13912700000,4129900000,204700000,3322000000,None
468,VFC,5968331000,1068373000,None,0.133,5.42,0.99,0.0235,-1.97,6457147000,-1.97,-0.008,-0.162,-,1.542,2022-03-31,None,None,None,327693000,None,217677000,118584000,12616474000,10507281000,1452882000,2109193000,864288000,328320000,1216269000,773205000
469,VTRS,14012146000,4932300000,7.74,None,17.39,0.48,0.0415,1.51,7031900000,1.51,-0.069,-0.033,7.74,1.124,2022-12-31,6497000000,16262700000,9765700000,1614900000,4882100000,1614900000,2078600000,50022200000,28949900000,1250500000,21072300000,2952600000,406000000,2078600000,581600000
470,VICI,30746231000,3174016000,12.33,None,23.77,1.585,0.0559,2.41,2615211000,2.41,0.615,0.168,12.33,0.93,2022-12-31,2529755000,2600697000,70942000,1430886000,1039240000,1660464000,1117635000,37575826000,15285713000,None,21933637000,1943396000,4019727000,1136267000,1219117000
471,V,566471426000,23421999000,31.85,1.713,18.99,1.94,0.0075,8.68,31917000000,8.68,0.203,0.088,31.85,0.974,2023-09-30,22541000000,31986000000,9445000000,21000000000,3614000000,21000000000,17273000000,90499000000,51766000000,None,38733000000,20755000000,1059000000,17273000000,3751000000
472,VMC,31889521000,1896400000,38.46,1.735,55.99,1.69,0.0072,6.24,1557700000,6.24,0.566,0.047,38.46,0.808,2022-12-31,1557700000,7315200000,5757500000,951400000,750500000,937800000,575600000,14234600000,7282400000,122800000,6928600000,1148200000,612600000,576500000,212600000
473,WRB,20646742000,1918053000,15.94,2.434,26.8,0.43,0.0053,5.05,4811560000,5.05,0.073,0.069,15.94,0.579,2022-12-31,-1682511000,11166499000,12849010000,-12764329000,11081818000,1846163000,1381062000,33815103000,27046942000,None,6748332000,2568604000,52684000,1384954000,235192000
474,WAB,24496470000,1714000000,32.54,3.92,57.66,0.66,0.005,4.2,2583000000,4.2,0.511,0.225,32.54,1.408,2022-12-31,2540000000,8179000000,7330000000,1011000000,1529000000,1011000000,633000000,18516000000,8369000000,251000000,10102000000,1038000000,149000000,641000000,111000000
475,WBA,19437939000,4016000000,33.7,2.467,22.59,1.92,0.045,0.66,27072000000,0.66,-0.586,0.1,33.7,0.734,2023-08-31,27072000000,140471000000,149818000000,-6882000000,44350000000,-4358000000,-3080000000,96628000000,68140000000,974000000,20020000000,2258000000,2117000000,-3528000000,1659000000
